"","--dataset","--n_obs","--dim_in","--rep","--path"
"64","complex",257,25,1,"heart"
"65","linear",50,50,1,"heart"
"66","rbf",50,50,1,"heart"
"67","matern32",50,50,1,"heart"
"68","complex",50,50,1,"heart"
"69","linear",100,50,1,"heart"
"70","rbf",100,50,1,"heart"
"71","matern32",100,50,1,"heart"
"72","complex",100,50,1,"heart"
"73","linear",150,50,1,"heart"
"74","rbf",150,50,1,"heart"
"75","matern32",150,50,1,"heart"
"76","complex",150,50,1,"heart"
"77","linear",257,50,1,"heart"
"78","rbf",257,50,1,"heart"
"79","matern32",257,50,1,"heart"
"80","complex",257,50,1,"heart"
"81","linear",50,100,1,"heart"
"82","rbf",50,100,1,"heart"
"83","matern32",50,100,1,"heart"
"84","complex",50,100,1,"heart"
"85","linear",100,100,1,"heart"
"86","rbf",100,100,1,"heart"
"87","matern32",100,100,1,"heart"
"88","complex",100,100,1,"heart"
"89","linear",150,100,1,"heart"
"90","rbf",150,100,1,"heart"
"91","matern32",150,100,1,"heart"
"92","complex",150,100,1,"heart"
"93","linear",257,100,1,"heart"
"94","rbf",257,100,1,"heart"
"95","matern32",257,100,1,"heart"
"96","complex",257,100,1,"heart"
"97","linear",50,25,2,"heart"
"98","rbf",50,25,2,"heart"
"99","matern32",50,25,2,"heart"
"100","complex",50,25,2,"heart"
"101","linear",100,25,2,"heart"
"102","rbf",100,25,2,"heart"
"103","matern32",100,25,2,"heart"
"104","complex",100,25,2,"heart"
"105","linear",150,25,2,"heart"
"106","rbf",150,25,2,"heart"
"107","matern32",150,25,2,"heart"
"108","complex",150,25,2,"heart"
"109","linear",257,25,2,"heart"
"110","rbf",257,25,2,"heart"
"111","matern32",257,25,2,"heart"
"112","complex",257,25,2,"heart"
"113","linear",50,50,2,"heart"
"114","rbf",50,50,2,"heart"
"115","matern32",50,50,2,"heart"
"116","complex",50,50,2,"heart"
"117","linear",100,50,2,"heart"
"118","rbf",100,50,2,"heart"
"119","matern32",100,50,2,"heart"
"120","complex",100,50,2,"heart"
"121","linear",150,50,2,"heart"
"122","rbf",150,50,2,"heart"
"123","matern32",150,50,2,"heart"
"124","complex",150,50,2,"heart"
"125","linear",257,50,2,"heart"
"126","rbf",257,50,2,"heart"
"127","matern32",257,50,2,"heart"
"128","complex",257,50,2,"heart"
"129","linear",50,100,2,"heart"
"130","rbf",50,100,2,"heart"
"131","matern32",50,100,2,"heart"
"132","complex",50,100,2,"heart"
"133","linear",100,100,2,"heart"
"134","rbf",100,100,2,"heart"
"135","matern32",100,100,2,"heart"
"136","complex",100,100,2,"heart"
"137","linear",150,100,2,"heart"
"138","rbf",150,100,2,"heart"
"139","matern32",150,100,2,"heart"
"140","complex",150,100,2,"heart"
"141","linear",257,100,2,"heart"
"142","rbf",257,100,2,"heart"
"143","matern32",257,100,2,"heart"
"144","complex",257,100,2,"heart"
"145","linear",50,25,3,"heart"
"146","rbf",50,25,3,"heart"
"147","matern32",50,25,3,"heart"
"148","complex",50,25,3,"heart"
"149","linear",100,25,3,"heart"
"150","rbf",100,25,3,"heart"
"151","matern32",100,25,3,"heart"
"152","complex",100,25,3,"heart"
"153","linear",150,25,3,"heart"
"154","rbf",150,25,3,"heart"
"155","matern32",150,25,3,"heart"
"156","complex",150,25,3,"heart"
"157","linear",257,25,3,"heart"
"158","rbf",257,25,3,"heart"
"159","matern32",257,25,3,"heart"
"160","complex",257,25,3,"heart"
"161","linear",50,50,3,"heart"
"162","rbf",50,50,3,"heart"
"163","matern32",50,50,3,"heart"
"164","complex",50,50,3,"heart"
"165","linear",100,50,3,"heart"
"166","rbf",100,50,3,"heart"
"167","matern32",100,50,3,"heart"
"168","complex",100,50,3,"heart"
"169","linear",150,50,3,"heart"
"170","rbf",150,50,3,"heart"
"171","matern32",150,50,3,"heart"
"172","complex",150,50,3,"heart"
"173","linear",257,50,3,"heart"
"174","rbf",257,50,3,"heart"
"175","matern32",257,50,3,"heart"
"176","complex",257,50,3,"heart"
"177","linear",50,100,3,"heart"
"178","rbf",50,100,3,"heart"
"179","matern32",50,100,3,"heart"
"180","complex",50,100,3,"heart"
"181","linear",100,100,3,"heart"
"182","rbf",100,100,3,"heart"
"183","matern32",100,100,3,"heart"
"184","complex",100,100,3,"heart"
"185","linear",150,100,3,"heart"
"186","rbf",150,100,3,"heart"
"187","matern32",150,100,3,"heart"
"188","complex",150,100,3,"heart"
"189","linear",257,100,3,"heart"
"190","rbf",257,100,3,"heart"
"191","matern32",257,100,3,"heart"
"192","complex",257,100,3,"heart"
"193","linear",50,25,4,"heart"
"194","rbf",50,25,4,"heart"
"195","matern32",50,25,4,"heart"
"196","complex",50,25,4,"heart"
"197","linear",100,25,4,"heart"
"198","rbf",100,25,4,"heart"
"199","matern32",100,25,4,"heart"
"200","complex",100,25,4,"heart"
"201","linear",150,25,4,"heart"
"202","rbf",150,25,4,"heart"
"203","matern32",150,25,4,"heart"
"204","complex",150,25,4,"heart"
"205","linear",257,25,4,"heart"
"206","rbf",257,25,4,"heart"
"207","matern32",257,25,4,"heart"
"208","complex",257,25,4,"heart"
"209","linear",50,50,4,"heart"
"210","rbf",50,50,4,"heart"
"211","matern32",50,50,4,"heart"
"212","complex",50,50,4,"heart"
"213","linear",100,50,4,"heart"
"214","rbf",100,50,4,"heart"
"215","matern32",100,50,4,"heart"
"216","complex",100,50,4,"heart"
"217","linear",150,50,4,"heart"
"218","rbf",150,50,4,"heart"
"219","matern32",150,50,4,"heart"
"220","complex",150,50,4,"heart"
"221","linear",257,50,4,"heart"
"222","rbf",257,50,4,"heart"
"223","matern32",257,50,4,"heart"
"224","complex",257,50,4,"heart"
"225","linear",50,100,4,"heart"
"226","rbf",50,100,4,"heart"
"227","matern32",50,100,4,"heart"
"228","complex",50,100,4,"heart"
"229","linear",100,100,4,"heart"
"230","rbf",100,100,4,"heart"
"231","matern32",100,100,4,"heart"
"232","complex",100,100,4,"heart"
"233","linear",150,100,4,"heart"
"234","rbf",150,100,4,"heart"
"235","matern32",150,100,4,"heart"
"236","complex",150,100,4,"heart"
"237","linear",257,100,4,"heart"
"238","rbf",257,100,4,"heart"
"239","matern32",257,100,4,"heart"
"240","complex",257,100,4,"heart"
"241","linear",50,25,5,"heart"
"242","rbf",50,25,5,"heart"
"243","matern32",50,25,5,"heart"
"244","complex",50,25,5,"heart"
"245","linear",100,25,5,"heart"
"246","rbf",100,25,5,"heart"
"247","matern32",100,25,5,"heart"
"248","complex",100,25,5,"heart"
"249","linear",150,25,5,"heart"
"250","rbf",150,25,5,"heart"
"251","matern32",150,25,5,"heart"
"252","complex",150,25,5,"heart"
"253","linear",257,25,5,"heart"
"254","rbf",257,25,5,"heart"
"255","matern32",257,25,5,"heart"
"256","complex",257,25,5,"heart"
"257","linear",50,50,5,"heart"
"258","rbf",50,50,5,"heart"
"259","matern32",50,50,5,"heart"
"260","complex",50,50,5,"heart"
"261","linear",100,50,5,"heart"
"262","rbf",100,50,5,"heart"
"263","matern32",100,50,5,"heart"
"264","complex",100,50,5,"heart"
"265","linear",150,50,5,"heart"
"266","rbf",150,50,5,"heart"
"267","matern32",150,50,5,"heart"
"268","complex",150,50,5,"heart"
"269","linear",257,50,5,"heart"
"270","rbf",257,50,5,"heart"
"271","matern32",257,50,5,"heart"
"272","complex",257,50,5,"heart"
"273","linear",50,100,5,"heart"
"274","rbf",50,100,5,"heart"
"275","matern32",50,100,5,"heart"
"276","complex",50,100,5,"heart"
"277","linear",100,100,5,"heart"
"278","rbf",100,100,5,"heart"
"279","matern32",100,100,5,"heart"
"280","complex",100,100,5,"heart"
"281","linear",150,100,5,"heart"
"282","rbf",150,100,5,"heart"
"283","matern32",150,100,5,"heart"
"284","complex",150,100,5,"heart"
"285","linear",257,100,5,"heart"
"286","rbf",257,100,5,"heart"
"287","matern32",257,100,5,"heart"
"288","complex",257,100,5,"heart"
"289","linear",50,25,6,"heart"
"290","rbf",50,25,6,"heart"
"291","matern32",50,25,6,"heart"
"292","complex",50,25,6,"heart"
"293","linear",100,25,6,"heart"
"294","rbf",100,25,6,"heart"
"295","matern32",100,25,6,"heart"
"296","complex",100,25,6,"heart"
"297","linear",150,25,6,"heart"
"298","rbf",150,25,6,"heart"
"299","matern32",150,25,6,"heart"
"300","complex",150,25,6,"heart"
"301","linear",257,25,6,"heart"
"302","rbf",257,25,6,"heart"
"303","matern32",257,25,6,"heart"
"304","complex",257,25,6,"heart"
"305","linear",50,50,6,"heart"
"306","rbf",50,50,6,"heart"
"307","matern32",50,50,6,"heart"
"308","complex",50,50,6,"heart"
"309","linear",100,50,6,"heart"
"310","rbf",100,50,6,"heart"
"311","matern32",100,50,6,"heart"
"312","complex",100,50,6,"heart"
"313","linear",150,50,6,"heart"
"314","rbf",150,50,6,"heart"
"315","matern32",150,50,6,"heart"
"316","complex",150,50,6,"heart"
"317","linear",257,50,6,"heart"
"318","rbf",257,50,6,"heart"
"319","matern32",257,50,6,"heart"
"320","complex",257,50,6,"heart"
"321","linear",50,100,6,"heart"
"322","rbf",50,100,6,"heart"
"323","matern32",50,100,6,"heart"
"324","complex",50,100,6,"heart"
"325","linear",100,100,6,"heart"
"326","rbf",100,100,6,"heart"
"327","matern32",100,100,6,"heart"
"328","complex",100,100,6,"heart"
"329","linear",150,100,6,"heart"
"330","rbf",150,100,6,"heart"
"331","matern32",150,100,6,"heart"
"332","complex",150,100,6,"heart"
"333","linear",257,100,6,"heart"
"334","rbf",257,100,6,"heart"
"335","matern32",257,100,6,"heart"
"336","complex",257,100,6,"heart"
"337","linear",50,25,7,"heart"
"338","rbf",50,25,7,"heart"
"339","matern32",50,25,7,"heart"
"340","complex",50,25,7,"heart"
"341","linear",100,25,7,"heart"
"342","rbf",100,25,7,"heart"
"343","matern32",100,25,7,"heart"
"344","complex",100,25,7,"heart"
"345","linear",150,25,7,"heart"
"346","rbf",150,25,7,"heart"
"347","matern32",150,25,7,"heart"
"348","complex",150,25,7,"heart"
"349","linear",257,25,7,"heart"
"350","rbf",257,25,7,"heart"
"351","matern32",257,25,7,"heart"
"352","complex",257,25,7,"heart"
"353","linear",50,50,7,"heart"
"354","rbf",50,50,7,"heart"
"355","matern32",50,50,7,"heart"
"356","complex",50,50,7,"heart"
"357","linear",100,50,7,"heart"
"358","rbf",100,50,7,"heart"
"359","matern32",100,50,7,"heart"
"360","complex",100,50,7,"heart"
"361","linear",150,50,7,"heart"
"362","rbf",150,50,7,"heart"
"363","matern32",150,50,7,"heart"
"364","complex",150,50,7,"heart"
"365","linear",257,50,7,"heart"
"366","rbf",257,50,7,"heart"
"367","matern32",257,50,7,"heart"
"368","complex",257,50,7,"heart"
"369","linear",50,100,7,"heart"
"370","rbf",50,100,7,"heart"
"371","matern32",50,100,7,"heart"
"372","complex",50,100,7,"heart"
"373","linear",100,100,7,"heart"
"374","rbf",100,100,7,"heart"
"375","matern32",100,100,7,"heart"
"376","complex",100,100,7,"heart"
"377","linear",150,100,7,"heart"
"378","rbf",150,100,7,"heart"
"379","matern32",150,100,7,"heart"
"380","complex",150,100,7,"heart"
"381","linear",257,100,7,"heart"
"382","rbf",257,100,7,"heart"
"383","matern32",257,100,7,"heart"
"384","complex",257,100,7,"heart"
"385","linear",50,25,8,"heart"
"386","rbf",50,25,8,"heart"
"387","matern32",50,25,8,"heart"
"388","complex",50,25,8,"heart"
"389","linear",100,25,8,"heart"
"390","rbf",100,25,8,"heart"
"391","matern32",100,25,8,"heart"
"392","complex",100,25,8,"heart"
"393","linear",150,25,8,"heart"
"394","rbf",150,25,8,"heart"
"395","matern32",150,25,8,"heart"
"396","complex",150,25,8,"heart"
"397","linear",257,25,8,"heart"
"398","rbf",257,25,8,"heart"
"399","matern32",257,25,8,"heart"
"400","complex",257,25,8,"heart"
"401","linear",50,50,8,"heart"
"402","rbf",50,50,8,"heart"
"403","matern32",50,50,8,"heart"
"404","complex",50,50,8,"heart"
"405","linear",100,50,8,"heart"
"406","rbf",100,50,8,"heart"
"407","matern32",100,50,8,"heart"
"408","complex",100,50,8,"heart"
"409","linear",150,50,8,"heart"
"410","rbf",150,50,8,"heart"
"411","matern32",150,50,8,"heart"
"412","complex",150,50,8,"heart"
"413","linear",257,50,8,"heart"
"414","rbf",257,50,8,"heart"
"415","matern32",257,50,8,"heart"
"416","complex",257,50,8,"heart"
"417","linear",50,100,8,"heart"
"418","rbf",50,100,8,"heart"
"419","matern32",50,100,8,"heart"
"420","complex",50,100,8,"heart"
"421","linear",100,100,8,"heart"
"422","rbf",100,100,8,"heart"
"423","matern32",100,100,8,"heart"
"424","complex",100,100,8,"heart"
"425","linear",150,100,8,"heart"
"426","rbf",150,100,8,"heart"
"427","matern32",150,100,8,"heart"
"428","complex",150,100,8,"heart"
"429","linear",257,100,8,"heart"
"430","rbf",257,100,8,"heart"
"431","matern32",257,100,8,"heart"
"432","complex",257,100,8,"heart"
"433","linear",50,25,9,"heart"
"434","rbf",50,25,9,"heart"
"435","matern32",50,25,9,"heart"
"436","complex",50,25,9,"heart"
"437","linear",100,25,9,"heart"
"438","rbf",100,25,9,"heart"
"439","matern32",100,25,9,"heart"
"440","complex",100,25,9,"heart"
"441","linear",150,25,9,"heart"
"442","rbf",150,25,9,"heart"
"443","matern32",150,25,9,"heart"
"444","complex",150,25,9,"heart"
"445","linear",257,25,9,"heart"
"446","rbf",257,25,9,"heart"
"447","matern32",257,25,9,"heart"
"448","complex",257,25,9,"heart"
"449","linear",50,50,9,"heart"
"450","rbf",50,50,9,"heart"
"451","matern32",50,50,9,"heart"
"452","complex",50,50,9,"heart"
"453","linear",100,50,9,"heart"
"454","rbf",100,50,9,"heart"
"455","matern32",100,50,9,"heart"
"456","complex",100,50,9,"heart"
"457","linear",150,50,9,"heart"
"458","rbf",150,50,9,"heart"
"459","matern32",150,50,9,"heart"
"460","complex",150,50,9,"heart"
"461","linear",257,50,9,"heart"
"462","rbf",257,50,9,"heart"
"463","matern32",257,50,9,"heart"
"464","complex",257,50,9,"heart"
"465","linear",50,100,9,"heart"
"466","rbf",50,100,9,"heart"
"467","matern32",50,100,9,"heart"
"468","complex",50,100,9,"heart"
"469","linear",100,100,9,"heart"
"470","rbf",100,100,9,"heart"
"471","matern32",100,100,9,"heart"
"472","complex",100,100,9,"heart"
"473","linear",150,100,9,"heart"
"474","rbf",150,100,9,"heart"
"475","matern32",150,100,9,"heart"
"476","complex",150,100,9,"heart"
"477","linear",257,100,9,"heart"
"478","rbf",257,100,9,"heart"
"479","matern32",257,100,9,"heart"
"480","complex",257,100,9,"heart"
"481","linear",50,25,10,"heart"
"482","rbf",50,25,10,"heart"
"483","matern32",50,25,10,"heart"
"484","complex",50,25,10,"heart"
"485","linear",100,25,10,"heart"
"486","rbf",100,25,10,"heart"
"487","matern32",100,25,10,"heart"
"488","complex",100,25,10,"heart"
"489","linear",150,25,10,"heart"
"490","rbf",150,25,10,"heart"
"491","matern32",150,25,10,"heart"
"492","complex",150,25,10,"heart"
"493","linear",257,25,10,"heart"
"494","rbf",257,25,10,"heart"
"495","matern32",257,25,10,"heart"
"496","complex",257,25,10,"heart"
"497","linear",50,50,10,"heart"
"498","rbf",50,50,10,"heart"
"499","matern32",50,50,10,"heart"
"500","complex",50,50,10,"heart"
"501","linear",100,50,10,"heart"
"502","rbf",100,50,10,"heart"
"503","matern32",100,50,10,"heart"
"504","complex",100,50,10,"heart"
"505","linear",150,50,10,"heart"
"506","rbf",150,50,10,"heart"
"507","matern32",150,50,10,"heart"
"508","complex",150,50,10,"heart"
"509","linear",257,50,10,"heart"
"510","rbf",257,50,10,"heart"
"511","matern32",257,50,10,"heart"
"512","complex",257,50,10,"heart"
"513","linear",50,100,10,"heart"
"514","rbf",50,100,10,"heart"
"515","matern32",50,100,10,"heart"
"516","complex",50,100,10,"heart"
"517","linear",100,100,10,"heart"
"518","rbf",100,100,10,"heart"
"519","matern32",100,100,10,"heart"
"520","complex",100,100,10,"heart"
"521","linear",150,100,10,"heart"
"522","rbf",150,100,10,"heart"
"523","matern32",150,100,10,"heart"
"524","complex",150,100,10,"heart"
"525","linear",257,100,10,"heart"
"526","rbf",257,100,10,"heart"
"527","matern32",257,100,10,"heart"
"528","complex",257,100,10,"heart"
"529","linear",50,25,11,"heart"
"530","rbf",50,25,11,"heart"
"531","matern32",50,25,11,"heart"
"532","complex",50,25,11,"heart"
"533","linear",100,25,11,"heart"
"534","rbf",100,25,11,"heart"
"535","matern32",100,25,11,"heart"
"536","complex",100,25,11,"heart"
"537","linear",150,25,11,"heart"
"538","rbf",150,25,11,"heart"
"539","matern32",150,25,11,"heart"
"540","complex",150,25,11,"heart"
"541","linear",257,25,11,"heart"
"542","rbf",257,25,11,"heart"
"543","matern32",257,25,11,"heart"
"544","complex",257,25,11,"heart"
"545","linear",50,50,11,"heart"
"546","rbf",50,50,11,"heart"
"547","matern32",50,50,11,"heart"
"548","complex",50,50,11,"heart"
"549","linear",100,50,11,"heart"
"550","rbf",100,50,11,"heart"
"551","matern32",100,50,11,"heart"
"552","complex",100,50,11,"heart"
"553","linear",150,50,11,"heart"
"554","rbf",150,50,11,"heart"
"555","matern32",150,50,11,"heart"
"556","complex",150,50,11,"heart"
"557","linear",257,50,11,"heart"
"558","rbf",257,50,11,"heart"
"559","matern32",257,50,11,"heart"
"560","complex",257,50,11,"heart"
"561","linear",50,100,11,"heart"
"562","rbf",50,100,11,"heart"
"563","matern32",50,100,11,"heart"
"564","complex",50,100,11,"heart"
"565","linear",100,100,11,"heart"
"566","rbf",100,100,11,"heart"
"567","matern32",100,100,11,"heart"
"568","complex",100,100,11,"heart"
"569","linear",150,100,11,"heart"
"570","rbf",150,100,11,"heart"
"571","matern32",150,100,11,"heart"
"572","complex",150,100,11,"heart"
"573","linear",257,100,11,"heart"
"574","rbf",257,100,11,"heart"
"575","matern32",257,100,11,"heart"
"576","complex",257,100,11,"heart"
"577","linear",50,25,12,"heart"
"578","rbf",50,25,12,"heart"
"579","matern32",50,25,12,"heart"
"580","complex",50,25,12,"heart"
"581","linear",100,25,12,"heart"
"582","rbf",100,25,12,"heart"
"583","matern32",100,25,12,"heart"
"584","complex",100,25,12,"heart"
"585","linear",150,25,12,"heart"
"586","rbf",150,25,12,"heart"
"587","matern32",150,25,12,"heart"
"588","complex",150,25,12,"heart"
"589","linear",257,25,12,"heart"
"590","rbf",257,25,12,"heart"
"591","matern32",257,25,12,"heart"
"592","complex",257,25,12,"heart"
"593","linear",50,50,12,"heart"
"594","rbf",50,50,12,"heart"
"595","matern32",50,50,12,"heart"
"596","complex",50,50,12,"heart"
"597","linear",100,50,12,"heart"
"598","rbf",100,50,12,"heart"
"599","matern32",100,50,12,"heart"
"600","complex",100,50,12,"heart"
"601","linear",150,50,12,"heart"
"602","rbf",150,50,12,"heart"
"603","matern32",150,50,12,"heart"
"604","complex",150,50,12,"heart"
"605","linear",257,50,12,"heart"
"606","rbf",257,50,12,"heart"
"607","matern32",257,50,12,"heart"
"608","complex",257,50,12,"heart"
"609","linear",50,100,12,"heart"
"610","rbf",50,100,12,"heart"
"611","matern32",50,100,12,"heart"
"612","complex",50,100,12,"heart"
"613","linear",100,100,12,"heart"
"614","rbf",100,100,12,"heart"
"615","matern32",100,100,12,"heart"
"616","complex",100,100,12,"heart"
"617","linear",150,100,12,"heart"
"618","rbf",150,100,12,"heart"
"619","matern32",150,100,12,"heart"
"620","complex",150,100,12,"heart"
"621","linear",257,100,12,"heart"
"622","rbf",257,100,12,"heart"
"623","matern32",257,100,12,"heart"
"624","complex",257,100,12,"heart"
"625","linear",50,25,13,"heart"
"626","rbf",50,25,13,"heart"
"627","matern32",50,25,13,"heart"
"628","complex",50,25,13,"heart"
"629","linear",100,25,13,"heart"
"630","rbf",100,25,13,"heart"
"631","matern32",100,25,13,"heart"
"632","complex",100,25,13,"heart"
"633","linear",150,25,13,"heart"
"634","rbf",150,25,13,"heart"
"635","matern32",150,25,13,"heart"
"636","complex",150,25,13,"heart"
"637","linear",257,25,13,"heart"
"638","rbf",257,25,13,"heart"
"639","matern32",257,25,13,"heart"
"640","complex",257,25,13,"heart"
"641","linear",50,50,13,"heart"
"642","rbf",50,50,13,"heart"
"643","matern32",50,50,13,"heart"
"644","complex",50,50,13,"heart"
"645","linear",100,50,13,"heart"
"646","rbf",100,50,13,"heart"
"647","matern32",100,50,13,"heart"
"648","complex",100,50,13,"heart"
"649","linear",150,50,13,"heart"
"650","rbf",150,50,13,"heart"
"651","matern32",150,50,13,"heart"
"652","complex",150,50,13,"heart"
"653","linear",257,50,13,"heart"
"654","rbf",257,50,13,"heart"
"655","matern32",257,50,13,"heart"
"656","complex",257,50,13,"heart"
"657","linear",50,100,13,"heart"
"658","rbf",50,100,13,"heart"
"659","matern32",50,100,13,"heart"
"660","complex",50,100,13,"heart"
"661","linear",100,100,13,"heart"
"662","rbf",100,100,13,"heart"
"663","matern32",100,100,13,"heart"
"664","complex",100,100,13,"heart"
"665","linear",150,100,13,"heart"
"666","rbf",150,100,13,"heart"
"667","matern32",150,100,13,"heart"
"668","complex",150,100,13,"heart"
"669","linear",257,100,13,"heart"
"670","rbf",257,100,13,"heart"
"671","matern32",257,100,13,"heart"
"672","complex",257,100,13,"heart"
"673","linear",50,25,14,"heart"
"674","rbf",50,25,14,"heart"
"675","matern32",50,25,14,"heart"
"676","complex",50,25,14,"heart"
"677","linear",100,25,14,"heart"
"678","rbf",100,25,14,"heart"
"679","matern32",100,25,14,"heart"
"680","complex",100,25,14,"heart"
"681","linear",150,25,14,"heart"
"682","rbf",150,25,14,"heart"
"683","matern32",150,25,14,"heart"
"684","complex",150,25,14,"heart"
"685","linear",257,25,14,"heart"
"686","rbf",257,25,14,"heart"
"687","matern32",257,25,14,"heart"
"688","complex",257,25,14,"heart"
"689","linear",50,50,14,"heart"
"690","rbf",50,50,14,"heart"
"691","matern32",50,50,14,"heart"
"692","complex",50,50,14,"heart"
"693","linear",100,50,14,"heart"
"694","rbf",100,50,14,"heart"
"695","matern32",100,50,14,"heart"
"696","complex",100,50,14,"heart"
"697","linear",150,50,14,"heart"
"698","rbf",150,50,14,"heart"
"699","matern32",150,50,14,"heart"
"700","complex",150,50,14,"heart"
"701","linear",257,50,14,"heart"
"702","rbf",257,50,14,"heart"
"703","matern32",257,50,14,"heart"
"704","complex",257,50,14,"heart"
"705","linear",50,100,14,"heart"
"706","rbf",50,100,14,"heart"
"707","matern32",50,100,14,"heart"
"708","complex",50,100,14,"heart"
"709","linear",100,100,14,"heart"
"710","rbf",100,100,14,"heart"
"711","matern32",100,100,14,"heart"
"712","complex",100,100,14,"heart"
"713","linear",150,100,14,"heart"
"714","rbf",150,100,14,"heart"
"715","matern32",150,100,14,"heart"
"716","complex",150,100,14,"heart"
"717","linear",257,100,14,"heart"
"718","rbf",257,100,14,"heart"
"719","matern32",257,100,14,"heart"
"720","complex",257,100,14,"heart"
"721","linear",50,25,15,"heart"
"722","rbf",50,25,15,"heart"
"723","matern32",50,25,15,"heart"
"724","complex",50,25,15,"heart"
"725","linear",100,25,15,"heart"
"726","rbf",100,25,15,"heart"
"727","matern32",100,25,15,"heart"
"728","complex",100,25,15,"heart"
"729","linear",150,25,15,"heart"
"730","rbf",150,25,15,"heart"
"731","matern32",150,25,15,"heart"
"732","complex",150,25,15,"heart"
"733","linear",257,25,15,"heart"
"734","rbf",257,25,15,"heart"
"735","matern32",257,25,15,"heart"
"736","complex",257,25,15,"heart"
"737","linear",50,50,15,"heart"
"738","rbf",50,50,15,"heart"
"739","matern32",50,50,15,"heart"
"740","complex",50,50,15,"heart"
"741","linear",100,50,15,"heart"
"742","rbf",100,50,15,"heart"
"743","matern32",100,50,15,"heart"
"744","complex",100,50,15,"heart"
"745","linear",150,50,15,"heart"
"746","rbf",150,50,15,"heart"
"747","matern32",150,50,15,"heart"
"748","complex",150,50,15,"heart"
"749","linear",257,50,15,"heart"
"750","rbf",257,50,15,"heart"
"751","matern32",257,50,15,"heart"
"752","complex",257,50,15,"heart"
"753","linear",50,100,15,"heart"
"754","rbf",50,100,15,"heart"
"755","matern32",50,100,15,"heart"
"756","complex",50,100,15,"heart"
"757","linear",100,100,15,"heart"
"758","rbf",100,100,15,"heart"
"759","matern32",100,100,15,"heart"
"760","complex",100,100,15,"heart"
"761","linear",150,100,15,"heart"
"762","rbf",150,100,15,"heart"
"763","matern32",150,100,15,"heart"
"764","complex",150,100,15,"heart"
"765","linear",257,100,15,"heart"
"766","rbf",257,100,15,"heart"
"767","matern32",257,100,15,"heart"
"768","complex",257,100,15,"heart"
"769","linear",50,25,16,"heart"
"770","rbf",50,25,16,"heart"
"771","matern32",50,25,16,"heart"
"772","complex",50,25,16,"heart"
"773","linear",100,25,16,"heart"
"774","rbf",100,25,16,"heart"
"775","matern32",100,25,16,"heart"
"776","complex",100,25,16,"heart"
"777","linear",150,25,16,"heart"
"778","rbf",150,25,16,"heart"
"779","matern32",150,25,16,"heart"
"780","complex",150,25,16,"heart"
"781","linear",257,25,16,"heart"
"782","rbf",257,25,16,"heart"
"783","matern32",257,25,16,"heart"
"784","complex",257,25,16,"heart"
"785","linear",50,50,16,"heart"
"786","rbf",50,50,16,"heart"
"787","matern32",50,50,16,"heart"
"788","complex",50,50,16,"heart"
"789","linear",100,50,16,"heart"
"790","rbf",100,50,16,"heart"
"791","matern32",100,50,16,"heart"
"792","complex",100,50,16,"heart"
"793","linear",150,50,16,"heart"
"794","rbf",150,50,16,"heart"
"795","matern32",150,50,16,"heart"
"796","complex",150,50,16,"heart"
