"","--dataset","--n_obs","--dim_in","--rep","--path"
"191","matern32",1000,100,3,"cont"
"192","complex",1000,100,3,"cont"
"193","linear",100,25,4,"cont"
"194","rbf",100,25,4,"cont"
"195","matern32",100,25,4,"cont"
"196","complex",100,25,4,"cont"
"197","linear",200,25,4,"cont"
"198","rbf",200,25,4,"cont"
"199","matern32",200,25,4,"cont"
"200","complex",200,25,4,"cont"
"201","linear",500,25,4,"cont"
"202","rbf",500,25,4,"cont"
"203","matern32",500,25,4,"cont"
"204","complex",500,25,4,"cont"
"205","linear",1000,25,4,"cont"
"206","rbf",1000,25,4,"cont"
"207","matern32",1000,25,4,"cont"
"208","complex",1000,25,4,"cont"
"209","linear",100,50,4,"cont"
"210","rbf",100,50,4,"cont"
"211","matern32",100,50,4,"cont"
"212","complex",100,50,4,"cont"
"213","linear",200,50,4,"cont"
"214","rbf",200,50,4,"cont"
"215","matern32",200,50,4,"cont"
"216","complex",200,50,4,"cont"
"217","linear",500,50,4,"cont"
"218","rbf",500,50,4,"cont"
"219","matern32",500,50,4,"cont"
"220","complex",500,50,4,"cont"
"221","linear",1000,50,4,"cont"
"222","rbf",1000,50,4,"cont"
"223","matern32",1000,50,4,"cont"
"224","complex",1000,50,4,"cont"
"225","linear",100,100,4,"cont"
"226","rbf",100,100,4,"cont"
"227","matern32",100,100,4,"cont"
"228","complex",100,100,4,"cont"
"229","linear",200,100,4,"cont"
"230","rbf",200,100,4,"cont"
"231","matern32",200,100,4,"cont"
"232","complex",200,100,4,"cont"
"233","linear",500,100,4,"cont"
"234","rbf",500,100,4,"cont"
"235","matern32",500,100,4,"cont"
"236","complex",500,100,4,"cont"
"237","linear",1000,100,4,"cont"
"238","rbf",1000,100,4,"cont"
"239","matern32",1000,100,4,"cont"
"240","complex",1000,100,4,"cont"
"241","linear",100,25,5,"cont"
"242","rbf",100,25,5,"cont"
"243","matern32",100,25,5,"cont"
"244","complex",100,25,5,"cont"
"245","linear",200,25,5,"cont"
"246","rbf",200,25,5,"cont"
"247","matern32",200,25,5,"cont"
"248","complex",200,25,5,"cont"
"249","linear",500,25,5,"cont"
"250","rbf",500,25,5,"cont"
"251","matern32",500,25,5,"cont"
"252","complex",500,25,5,"cont"
"253","linear",1000,25,5,"cont"
"254","rbf",1000,25,5,"cont"
"255","matern32",1000,25,5,"cont"
"256","complex",1000,25,5,"cont"
"257","linear",100,50,5,"cont"
"258","rbf",100,50,5,"cont"
"259","matern32",100,50,5,"cont"
"260","complex",100,50,5,"cont"
"261","linear",200,50,5,"cont"
"262","rbf",200,50,5,"cont"
"263","matern32",200,50,5,"cont"
"264","complex",200,50,5,"cont"
"265","linear",500,50,5,"cont"
"266","rbf",500,50,5,"cont"
"267","matern32",500,50,5,"cont"
"268","complex",500,50,5,"cont"
"269","linear",1000,50,5,"cont"
"270","rbf",1000,50,5,"cont"
"271","matern32",1000,50,5,"cont"
"272","complex",1000,50,5,"cont"
"273","linear",100,100,5,"cont"
"274","rbf",100,100,5,"cont"
"275","matern32",100,100,5,"cont"
"276","complex",100,100,5,"cont"
"277","linear",200,100,5,"cont"
"278","rbf",200,100,5,"cont"
"279","matern32",200,100,5,"cont"
"280","complex",200,100,5,"cont"
"281","linear",500,100,5,"cont"
"282","rbf",500,100,5,"cont"
"283","matern32",500,100,5,"cont"
"284","complex",500,100,5,"cont"
"285","linear",1000,100,5,"cont"
"286","rbf",1000,100,5,"cont"
"287","matern32",1000,100,5,"cont"
"288","complex",1000,100,5,"cont"
"289","linear",100,25,6,"cont"
"290","rbf",100,25,6,"cont"
"291","matern32",100,25,6,"cont"
"292","complex",100,25,6,"cont"
"293","linear",200,25,6,"cont"
"294","rbf",200,25,6,"cont"
"295","matern32",200,25,6,"cont"
"296","complex",200,25,6,"cont"
"297","linear",500,25,6,"cont"
"298","rbf",500,25,6,"cont"
"299","matern32",500,25,6,"cont"
"300","complex",500,25,6,"cont"
"301","linear",1000,25,6,"cont"
"302","rbf",1000,25,6,"cont"
"303","matern32",1000,25,6,"cont"
"304","complex",1000,25,6,"cont"
"305","linear",100,50,6,"cont"
"306","rbf",100,50,6,"cont"
"307","matern32",100,50,6,"cont"
"308","complex",100,50,6,"cont"
"309","linear",200,50,6,"cont"
"310","rbf",200,50,6,"cont"
"311","matern32",200,50,6,"cont"
"312","complex",200,50,6,"cont"
"313","linear",500,50,6,"cont"
"314","rbf",500,50,6,"cont"
"315","matern32",500,50,6,"cont"
"316","complex",500,50,6,"cont"
"317","linear",1000,50,6,"cont"
"318","rbf",1000,50,6,"cont"
"319","matern32",1000,50,6,"cont"
"320","complex",1000,50,6,"cont"
"321","linear",100,100,6,"cont"
"322","rbf",100,100,6,"cont"
"323","matern32",100,100,6,"cont"
"324","complex",100,100,6,"cont"
"325","linear",200,100,6,"cont"
"326","rbf",200,100,6,"cont"
"327","matern32",200,100,6,"cont"
"328","complex",200,100,6,"cont"
"329","linear",500,100,6,"cont"
"330","rbf",500,100,6,"cont"
"331","matern32",500,100,6,"cont"
"332","complex",500,100,6,"cont"
"333","linear",1000,100,6,"cont"
"334","rbf",1000,100,6,"cont"
"335","matern32",1000,100,6,"cont"
"336","complex",1000,100,6,"cont"
"337","linear",100,25,7,"cont"
"338","rbf",100,25,7,"cont"
"339","matern32",100,25,7,"cont"
"340","complex",100,25,7,"cont"
"341","linear",200,25,7,"cont"
"342","rbf",200,25,7,"cont"
"343","matern32",200,25,7,"cont"
"344","complex",200,25,7,"cont"
"345","linear",500,25,7,"cont"
"346","rbf",500,25,7,"cont"
"347","matern32",500,25,7,"cont"
"348","complex",500,25,7,"cont"
"349","linear",1000,25,7,"cont"
"350","rbf",1000,25,7,"cont"
"351","matern32",1000,25,7,"cont"
"352","complex",1000,25,7,"cont"
"353","linear",100,50,7,"cont"
"354","rbf",100,50,7,"cont"
"355","matern32",100,50,7,"cont"
"356","complex",100,50,7,"cont"
"357","linear",200,50,7,"cont"
"358","rbf",200,50,7,"cont"
"359","matern32",200,50,7,"cont"
"360","complex",200,50,7,"cont"
"361","linear",500,50,7,"cont"
"362","rbf",500,50,7,"cont"
"363","matern32",500,50,7,"cont"
"364","complex",500,50,7,"cont"
"365","linear",1000,50,7,"cont"
"366","rbf",1000,50,7,"cont"
"367","matern32",1000,50,7,"cont"
"368","complex",1000,50,7,"cont"
"369","linear",100,100,7,"cont"
"370","rbf",100,100,7,"cont"
"371","matern32",100,100,7,"cont"
"372","complex",100,100,7,"cont"
"373","linear",200,100,7,"cont"
"374","rbf",200,100,7,"cont"
"375","matern32",200,100,7,"cont"
"376","complex",200,100,7,"cont"
"377","linear",500,100,7,"cont"
"378","rbf",500,100,7,"cont"
"379","matern32",500,100,7,"cont"
"380","complex",500,100,7,"cont"
"381","linear",1000,100,7,"cont"
"382","rbf",1000,100,7,"cont"
"383","matern32",1000,100,7,"cont"
"384","complex",1000,100,7,"cont"
"385","linear",100,25,8,"cont"
"386","rbf",100,25,8,"cont"
"387","matern32",100,25,8,"cont"
"388","complex",100,25,8,"cont"
"389","linear",200,25,8,"cont"
"390","rbf",200,25,8,"cont"
"391","matern32",200,25,8,"cont"
"392","complex",200,25,8,"cont"
"393","linear",500,25,8,"cont"
"394","rbf",500,25,8,"cont"
"395","matern32",500,25,8,"cont"
"396","complex",500,25,8,"cont"
"397","linear",1000,25,8,"cont"
"398","rbf",1000,25,8,"cont"
"399","matern32",1000,25,8,"cont"
"400","complex",1000,25,8,"cont"
"401","linear",100,50,8,"cont"
"402","rbf",100,50,8,"cont"
"403","matern32",100,50,8,"cont"
"404","complex",100,50,8,"cont"
"405","linear",200,50,8,"cont"
"406","rbf",200,50,8,"cont"
"407","matern32",200,50,8,"cont"
"408","complex",200,50,8,"cont"
"409","linear",500,50,8,"cont"
"410","rbf",500,50,8,"cont"
"411","matern32",500,50,8,"cont"
"412","complex",500,50,8,"cont"
"413","linear",1000,50,8,"cont"
"414","rbf",1000,50,8,"cont"
"415","matern32",1000,50,8,"cont"
"416","complex",1000,50,8,"cont"
"417","linear",100,100,8,"cont"
"418","rbf",100,100,8,"cont"
"419","matern32",100,100,8,"cont"
"420","complex",100,100,8,"cont"
"421","linear",200,100,8,"cont"
"422","rbf",200,100,8,"cont"
"423","matern32",200,100,8,"cont"
"424","complex",200,100,8,"cont"
"425","linear",500,100,8,"cont"
"426","rbf",500,100,8,"cont"
"427","matern32",500,100,8,"cont"
"428","complex",500,100,8,"cont"
"429","linear",1000,100,8,"cont"
"430","rbf",1000,100,8,"cont"
"431","matern32",1000,100,8,"cont"
"432","complex",1000,100,8,"cont"
"433","linear",100,25,9,"cont"
"434","rbf",100,25,9,"cont"
"435","matern32",100,25,9,"cont"
"436","complex",100,25,9,"cont"
"437","linear",200,25,9,"cont"
"438","rbf",200,25,9,"cont"
"439","matern32",200,25,9,"cont"
"440","complex",200,25,9,"cont"
"441","linear",500,25,9,"cont"
"442","rbf",500,25,9,"cont"
"443","matern32",500,25,9,"cont"
"444","complex",500,25,9,"cont"
"445","linear",1000,25,9,"cont"
"446","rbf",1000,25,9,"cont"
"447","matern32",1000,25,9,"cont"
"448","complex",1000,25,9,"cont"
"449","linear",100,50,9,"cont"
"450","rbf",100,50,9,"cont"
"451","matern32",100,50,9,"cont"
"452","complex",100,50,9,"cont"
"453","linear",200,50,9,"cont"
"454","rbf",200,50,9,"cont"
"455","matern32",200,50,9,"cont"
"456","complex",200,50,9,"cont"
"457","linear",500,50,9,"cont"
"458","rbf",500,50,9,"cont"
"459","matern32",500,50,9,"cont"
"460","complex",500,50,9,"cont"
"461","linear",1000,50,9,"cont"
"462","rbf",1000,50,9,"cont"
"463","matern32",1000,50,9,"cont"
"464","complex",1000,50,9,"cont"
"465","linear",100,100,9,"cont"
"466","rbf",100,100,9,"cont"
"467","matern32",100,100,9,"cont"
"468","complex",100,100,9,"cont"
"469","linear",200,100,9,"cont"
"470","rbf",200,100,9,"cont"
"471","matern32",200,100,9,"cont"
"472","complex",200,100,9,"cont"
"473","linear",500,100,9,"cont"
"474","rbf",500,100,9,"cont"
"475","matern32",500,100,9,"cont"
"476","complex",500,100,9,"cont"
"477","linear",1000,100,9,"cont"
"478","rbf",1000,100,9,"cont"
"479","matern32",1000,100,9,"cont"
"480","complex",1000,100,9,"cont"
"481","linear",100,25,10,"cont"
"482","rbf",100,25,10,"cont"
"483","matern32",100,25,10,"cont"
"484","complex",100,25,10,"cont"
"485","linear",200,25,10,"cont"
"486","rbf",200,25,10,"cont"
"487","matern32",200,25,10,"cont"
"488","complex",200,25,10,"cont"
"489","linear",500,25,10,"cont"
"490","rbf",500,25,10,"cont"
"491","matern32",500,25,10,"cont"
"492","complex",500,25,10,"cont"
"493","linear",1000,25,10,"cont"
"494","rbf",1000,25,10,"cont"
"495","matern32",1000,25,10,"cont"
"496","complex",1000,25,10,"cont"
"497","linear",100,50,10,"cont"
"498","rbf",100,50,10,"cont"
"499","matern32",100,50,10,"cont"
"500","complex",100,50,10,"cont"
"501","linear",200,50,10,"cont"
"502","rbf",200,50,10,"cont"
"503","matern32",200,50,10,"cont"
"504","complex",200,50,10,"cont"
"505","linear",500,50,10,"cont"
"506","rbf",500,50,10,"cont"
"507","matern32",500,50,10,"cont"
"508","complex",500,50,10,"cont"
"509","linear",1000,50,10,"cont"
"510","rbf",1000,50,10,"cont"
"511","matern32",1000,50,10,"cont"
"512","complex",1000,50,10,"cont"
"513","linear",100,100,10,"cont"
"514","rbf",100,100,10,"cont"
"515","matern32",100,100,10,"cont"
"516","complex",100,100,10,"cont"
"517","linear",200,100,10,"cont"
"518","rbf",200,100,10,"cont"
"519","matern32",200,100,10,"cont"
"520","complex",200,100,10,"cont"
"521","linear",500,100,10,"cont"
"522","rbf",500,100,10,"cont"
"523","matern32",500,100,10,"cont"
"524","complex",500,100,10,"cont"
"525","linear",1000,100,10,"cont"
"526","rbf",1000,100,10,"cont"
"527","matern32",1000,100,10,"cont"
"528","complex",1000,100,10,"cont"
"529","linear",100,25,11,"cont"
"530","rbf",100,25,11,"cont"
"531","matern32",100,25,11,"cont"
"532","complex",100,25,11,"cont"
"533","linear",200,25,11,"cont"
"534","rbf",200,25,11,"cont"
"535","matern32",200,25,11,"cont"
"536","complex",200,25,11,"cont"
"537","linear",500,25,11,"cont"
"538","rbf",500,25,11,"cont"
"539","matern32",500,25,11,"cont"
"540","complex",500,25,11,"cont"
"541","linear",1000,25,11,"cont"
"542","rbf",1000,25,11,"cont"
"543","matern32",1000,25,11,"cont"
"544","complex",1000,25,11,"cont"
"545","linear",100,50,11,"cont"
"546","rbf",100,50,11,"cont"
"547","matern32",100,50,11,"cont"
"548","complex",100,50,11,"cont"
"549","linear",200,50,11,"cont"
"550","rbf",200,50,11,"cont"
"551","matern32",200,50,11,"cont"
"552","complex",200,50,11,"cont"
"553","linear",500,50,11,"cont"
"554","rbf",500,50,11,"cont"
"555","matern32",500,50,11,"cont"
"556","complex",500,50,11,"cont"
"557","linear",1000,50,11,"cont"
"558","rbf",1000,50,11,"cont"
"559","matern32",1000,50,11,"cont"
"560","complex",1000,50,11,"cont"
"561","linear",100,100,11,"cont"
"562","rbf",100,100,11,"cont"
"563","matern32",100,100,11,"cont"
"564","complex",100,100,11,"cont"
"565","linear",200,100,11,"cont"
"566","rbf",200,100,11,"cont"
"567","matern32",200,100,11,"cont"
"568","complex",200,100,11,"cont"
"569","linear",500,100,11,"cont"
"570","rbf",500,100,11,"cont"
"571","matern32",500,100,11,"cont"
"572","complex",500,100,11,"cont"
"573","linear",1000,100,11,"cont"
"574","rbf",1000,100,11,"cont"
"575","matern32",1000,100,11,"cont"
"576","complex",1000,100,11,"cont"
"577","linear",100,25,12,"cont"
"578","rbf",100,25,12,"cont"
"579","matern32",100,25,12,"cont"
"580","complex",100,25,12,"cont"
"581","linear",200,25,12,"cont"
"582","rbf",200,25,12,"cont"
"583","matern32",200,25,12,"cont"
"584","complex",200,25,12,"cont"
"585","linear",500,25,12,"cont"
"586","rbf",500,25,12,"cont"
"587","matern32",500,25,12,"cont"
"588","complex",500,25,12,"cont"
"589","linear",1000,25,12,"cont"
"590","rbf",1000,25,12,"cont"
"591","matern32",1000,25,12,"cont"
"592","complex",1000,25,12,"cont"
"593","linear",100,50,12,"cont"
"594","rbf",100,50,12,"cont"
"595","matern32",100,50,12,"cont"
"596","complex",100,50,12,"cont"
"597","linear",200,50,12,"cont"
"598","rbf",200,50,12,"cont"
"599","matern32",200,50,12,"cont"
"600","complex",200,50,12,"cont"
"601","linear",500,50,12,"cont"
"602","rbf",500,50,12,"cont"
"603","matern32",500,50,12,"cont"
"604","complex",500,50,12,"cont"
"605","linear",1000,50,12,"cont"
"606","rbf",1000,50,12,"cont"
"607","matern32",1000,50,12,"cont"
"608","complex",1000,50,12,"cont"
"609","linear",100,100,12,"cont"
"610","rbf",100,100,12,"cont"
"611","matern32",100,100,12,"cont"
"612","complex",100,100,12,"cont"
"613","linear",200,100,12,"cont"
"614","rbf",200,100,12,"cont"
"615","matern32",200,100,12,"cont"
"616","complex",200,100,12,"cont"
"617","linear",500,100,12,"cont"
"618","rbf",500,100,12,"cont"
"619","matern32",500,100,12,"cont"
"620","complex",500,100,12,"cont"
"621","linear",1000,100,12,"cont"
"622","rbf",1000,100,12,"cont"
"623","matern32",1000,100,12,"cont"
"624","complex",1000,100,12,"cont"
"625","linear",100,25,13,"cont"
"626","rbf",100,25,13,"cont"
"627","matern32",100,25,13,"cont"
"628","complex",100,25,13,"cont"
"629","linear",200,25,13,"cont"
"630","rbf",200,25,13,"cont"
"631","matern32",200,25,13,"cont"
"632","complex",200,25,13,"cont"
"633","linear",500,25,13,"cont"
"634","rbf",500,25,13,"cont"
"635","matern32",500,25,13,"cont"
"636","complex",500,25,13,"cont"
"637","linear",1000,25,13,"cont"
"638","rbf",1000,25,13,"cont"
"639","matern32",1000,25,13,"cont"
"640","complex",1000,25,13,"cont"
"641","linear",100,50,13,"cont"
"642","rbf",100,50,13,"cont"
"643","matern32",100,50,13,"cont"
"644","complex",100,50,13,"cont"
"645","linear",200,50,13,"cont"
"646","rbf",200,50,13,"cont"
"647","matern32",200,50,13,"cont"
"648","complex",200,50,13,"cont"
"649","linear",500,50,13,"cont"
"650","rbf",500,50,13,"cont"
"651","matern32",500,50,13,"cont"
"652","complex",500,50,13,"cont"
"653","linear",1000,50,13,"cont"
"654","rbf",1000,50,13,"cont"
"655","matern32",1000,50,13,"cont"
"656","complex",1000,50,13,"cont"
"657","linear",100,100,13,"cont"
"658","rbf",100,100,13,"cont"
"659","matern32",100,100,13,"cont"
"660","complex",100,100,13,"cont"
"661","linear",200,100,13,"cont"
"662","rbf",200,100,13,"cont"
"663","matern32",200,100,13,"cont"
"664","complex",200,100,13,"cont"
"665","linear",500,100,13,"cont"
"666","rbf",500,100,13,"cont"
"667","matern32",500,100,13,"cont"
"668","complex",500,100,13,"cont"
"669","linear",1000,100,13,"cont"
"670","rbf",1000,100,13,"cont"
"671","matern32",1000,100,13,"cont"
"672","complex",1000,100,13,"cont"
"673","linear",100,25,14,"cont"
"674","rbf",100,25,14,"cont"
"675","matern32",100,25,14,"cont"
"676","complex",100,25,14,"cont"
"677","linear",200,25,14,"cont"
"678","rbf",200,25,14,"cont"
"679","matern32",200,25,14,"cont"
"680","complex",200,25,14,"cont"
"681","linear",500,25,14,"cont"
"682","rbf",500,25,14,"cont"
"683","matern32",500,25,14,"cont"
"684","complex",500,25,14,"cont"
"685","linear",1000,25,14,"cont"
"686","rbf",1000,25,14,"cont"
"687","matern32",1000,25,14,"cont"
"688","complex",1000,25,14,"cont"
"689","linear",100,50,14,"cont"
"690","rbf",100,50,14,"cont"
"691","matern32",100,50,14,"cont"
"692","complex",100,50,14,"cont"
"693","linear",200,50,14,"cont"
"694","rbf",200,50,14,"cont"
"695","matern32",200,50,14,"cont"
"696","complex",200,50,14,"cont"
"697","linear",500,50,14,"cont"
"698","rbf",500,50,14,"cont"
"699","matern32",500,50,14,"cont"
"700","complex",500,50,14,"cont"
"701","linear",1000,50,14,"cont"
"702","rbf",1000,50,14,"cont"
"703","matern32",1000,50,14,"cont"
"704","complex",1000,50,14,"cont"
"705","linear",100,100,14,"cont"
"706","rbf",100,100,14,"cont"
"707","matern32",100,100,14,"cont"
"708","complex",100,100,14,"cont"
"709","linear",200,100,14,"cont"
"710","rbf",200,100,14,"cont"
"711","matern32",200,100,14,"cont"
"712","complex",200,100,14,"cont"
"713","linear",500,100,14,"cont"
"714","rbf",500,100,14,"cont"
"715","matern32",500,100,14,"cont"
"716","complex",500,100,14,"cont"
"717","linear",1000,100,14,"cont"
"718","rbf",1000,100,14,"cont"
"719","matern32",1000,100,14,"cont"
"720","complex",1000,100,14,"cont"
"721","linear",100,25,15,"cont"
"722","rbf",100,25,15,"cont"
"723","matern32",100,25,15,"cont"
"724","complex",100,25,15,"cont"
"725","linear",200,25,15,"cont"
"726","rbf",200,25,15,"cont"
"727","matern32",200,25,15,"cont"
"728","complex",200,25,15,"cont"
"729","linear",500,25,15,"cont"
"730","rbf",500,25,15,"cont"
"731","matern32",500,25,15,"cont"
"732","complex",500,25,15,"cont"
"733","linear",1000,25,15,"cont"
"734","rbf",1000,25,15,"cont"
"735","matern32",1000,25,15,"cont"
"736","complex",1000,25,15,"cont"
"737","linear",100,50,15,"cont"
"738","rbf",100,50,15,"cont"
"739","matern32",100,50,15,"cont"
"740","complex",100,50,15,"cont"
"741","linear",200,50,15,"cont"
"742","rbf",200,50,15,"cont"
"743","matern32",200,50,15,"cont"
"744","complex",200,50,15,"cont"
"745","linear",500,50,15,"cont"
"746","rbf",500,50,15,"cont"
"747","matern32",500,50,15,"cont"
"748","complex",500,50,15,"cont"
"749","linear",1000,50,15,"cont"
"750","rbf",1000,50,15,"cont"
"751","matern32",1000,50,15,"cont"
"752","complex",1000,50,15,"cont"
"753","linear",100,100,15,"cont"
"754","rbf",100,100,15,"cont"
"755","matern32",100,100,15,"cont"
"756","complex",100,100,15,"cont"
"757","linear",200,100,15,"cont"
"758","rbf",200,100,15,"cont"
"759","matern32",200,100,15,"cont"
"760","complex",200,100,15,"cont"
"761","linear",500,100,15,"cont"
"762","rbf",500,100,15,"cont"
"763","matern32",500,100,15,"cont"
"764","complex",500,100,15,"cont"
"765","linear",1000,100,15,"cont"
"766","rbf",1000,100,15,"cont"
"767","matern32",1000,100,15,"cont"
"768","complex",1000,100,15,"cont"
"769","linear",100,25,16,"cont"
"770","rbf",100,25,16,"cont"
"771","matern32",100,25,16,"cont"
"772","complex",100,25,16,"cont"
"773","linear",200,25,16,"cont"
"774","rbf",200,25,16,"cont"
"775","matern32",200,25,16,"cont"
"776","complex",200,25,16,"cont"
"777","linear",500,25,16,"cont"
"778","rbf",500,25,16,"cont"
"779","matern32",500,25,16,"cont"
"780","complex",500,25,16,"cont"
"781","linear",1000,25,16,"cont"
"782","rbf",1000,25,16,"cont"
"783","matern32",1000,25,16,"cont"
"784","complex",1000,25,16,"cont"
"785","linear",100,50,16,"cont"
